,url_num_hyphens_dom,url_hostname_len,url_num_dots,url_num_underscores,url_ip_present,url_entropy,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('object'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a')
3313,0.0,14.0,3.0,0.0,1.0,3.558518613,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3458,0.0,14.0,2.0,0.0,0.0,4.750519492,0.0,22.0,0.0,1.0,1.0,0.0,71.0
2345,0.0,16.0,1.0,0.0,0.0,3.675310869,0.0,18.0,0.0,1.0,1.0,3.0,75.0
104,0.0,20.0,3.0,3.0,0.0,4.605672688,1.0,24.0,0.0,1.0,1.0,2.0,117.0
2423,0.0,23.0,6.0,0.0,1.0,4.527743586,0.0,5.0,0.0,1.0,1.0,1.0,3.0
1995,0.0,12.0,2.0,0.0,0.0,3.553508855,0.0,4.0,0.0,1.0,1.0,1.0,223.0
768,0.0,25.0,2.0,0.0,0.0,4.439116288,1.0,8.0,1.0,1.0,1.0,1.0,68.0
3121,0.0,17.0,3.0,0.0,0.0,4.704421111,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2319,0.0,17.0,2.0,0.0,0.0,3.970175521,0.0,14.0,0.0,1.0,1.0,1.0,114.0
2514,2.0,37.0,2.0,0.0,0.0,4.311037868,0.0,8.0,0.0,1.0,1.0,2.0,122.0
3542,0.0,16.0,3.0,0.0,0.0,3.675310869,2.0,9.0,0.0,1.0,1.0,1.0,64.0
2137,0.0,30.0,4.0,0.0,0.0,4.334626783,0.0,3.0,0.0,1.0,1.0,2.0,5.0
1455,1.0,22.0,1.0,0.0,0.0,3.964735179,2.0,21.0,0.0,1.0,1.0,2.0,184.0
2609,2.0,30.0,1.0,0.0,0.0,3.969607339,0.0,20.0,0.0,1.0,1.0,0.0,27.0
1825,0.0,18.0,1.0,0.0,0.0,3.81366069,0.0,8.0,0.0,1.0,1.0,0.0,20.0
1913,0.0,24.0,3.0,0.0,0.0,4.069893772,0.0,2.0,0.0,1.0,1.0,1.0,15.0
2236,2.0,26.0,2.0,0.0,0.0,3.957295874,0.0,7.0,0.0,1.0,2.0,1.0,7.0
401,0.0,16.0,2.0,0.0,0.0,4.308768199,0.0,8.0,0.0,1.0,1.0,2.0,65.0
2436,0.0,17.0,2.0,0.0,0.0,4.089244662,0.0,1.0,0.0,1.0,1.0,0.0,1.0
849,0.0,21.0,3.0,0.0,0.0,4.864262836,0.0,78.0,0.0,1.0,1.0,1.0,52.0
3022,0.0,13.0,4.0,0.0,0.0,4.883434058,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1798,0.0,17.0,3.0,0.0,0.0,4.449995043,0.0,17.0,0.0,1.0,1.0,2.0,29.0
2852,0.0,13.0,14.0,0.0,0.0,3.019765516,0.0,2.0,0.0,1.0,1.0,1.0,0.0
1365,0.0,16.0,3.0,1.0,0.0,4.916340768,0.0,9.0,0.0,1.0,1.0,1.0,24.0
2706,0.0,9.0,2.0,0.0,0.0,3.5,0.0,4.0,0.0,1.0,1.0,0.0,142.0
3072,2.0,28.0,1.0,0.0,0.0,4.072623664,0.0,2.0,0.0,1.0,1.0,1.0,16.0
1624,0.0,13.0,4.0,0.0,1.0,3.54346519,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3092,0.0,15.0,3.0,0.0,0.0,3.729446195,1.0,37.0,0.0,1.0,1.0,0.0,280.0
2714,0.0,16.0,3.0,0.0,0.0,4.189123052,0.0,14.0,0.0,1.0,1.0,1.0,22.0
2053,0.0,12.0,2.0,0.0,0.0,3.260828171,1.0,21.0,0.0,1.0,1.0,1.0,211.0
578,0.0,13.0,2.0,0.0,0.0,3.921928095,1.0,38.0,0.0,1.0,1.0,2.0,157.0
692,0.0,24.0,4.0,1.0,0.0,4.575888426,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2757,0.0,11.0,2.0,0.0,0.0,3.260828171,0.0,6.0,0.0,1.0,1.0,0.0,27.0
130,0.0,16.0,2.0,0.0,0.0,4.352365617,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3457,0.0,16.0,4.0,0.0,0.0,4.269727766,1.0,19.0,0.0,1.0,1.0,2.0,29.0
2555,0.0,16.0,3.0,0.0,0.0,3.447262499,0.0,3.0,0.0,1.0,1.0,1.0,0.0
655,0.0,23.0,3.0,0.0,0.0,4.040738057,0.0,15.0,0.0,1.0,1.0,1.0,14.0
444,0.0,25.0,3.0,0.0,0.0,4.171264744,0.0,2.0,0.0,1.0,1.0,1.0,15.0
1751,0.0,17.0,3.0,0.0,0.0,3.828990188,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1118,0.0,11.0,1.0,0.0,0.0,3.681880803,0.0,6.0,0.0,1.0,1.0,2.0,2.0
1679,0.0,9.0,1.0,0.0,0.0,3.375,0.0,19.0,0.0,1.0,1.0,0.0,20.0
1229,0.0,14.0,3.0,1.0,0.0,4.727584471,0.0,2.0,0.0,1.0,1.0,0.0,2.0
2181,0.0,19.0,2.0,0.0,0.0,3.979097891,0.0,4.0,0.0,1.0,1.0,1.0,564.0
3624,0.0,16.0,2.0,0.0,0.0,4.234195914,1.0,9.0,0.0,1.0,1.0,0.0,116.0
1557,2.0,36.0,1.0,0.0,0.0,4.547789464,0.0,15.0,0.0,1.0,1.0,2.0,44.0
3645,0.0,8.0,1.0,0.0,0.0,3.594465637,0.0,20.0,0.0,1.0,1.0,1.0,1.0
2252,0.0,16.0,2.0,0.0,0.0,3.621175543,0.0,13.0,0.0,1.0,1.0,1.0,132.0
590,0.0,36.0,3.0,0.0,0.0,4.157650874,0.0,1.0,0.0,1.0,1.0,0.0,0.0
858,0.0,9.0,1.0,0.0,0.0,3.577819531,0.0,4.0,0.0,1.0,1.0,1.0,94.0
478,0.0,13.0,3.0,3.0,0.0,4.448418142,0.0,0.0,0.0,1.0,1.0,0.0,3.0
1081,2.0,33.0,3.0,1.0,0.0,4.792854592,1.0,2.0,0.0,1.0,1.0,2.0,5.0
2813,1.0,24.0,1.0,0.0,0.0,4.304229297,1.0,59.0,0.0,1.0,1.0,1.0,121.0
1550,0.0,23.0,2.0,0.0,0.0,4.062891476,0.0,0.0,0.0,1.0,1.0,2.0,54.0
608,1.0,26.0,4.0,0.0,0.0,4.693343075,0.0,13.0,0.0,1.0,1.0,2.0,103.0
348,0.0,19.0,3.0,0.0,0.0,4.929689108,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2050,0.0,13.0,3.0,0.0,0.0,4.250201919,0.0,22.0,0.0,1.0,1.0,0.0,40.0
1787,0.0,19.0,2.0,0.0,0.0,4.083025815,0.0,17.0,1.0,1.0,1.0,0.0,145.0
3159,0.0,17.0,1.0,0.0,0.0,4.021268495,0.0,6.0,0.0,1.0,1.0,1.0,7.0
612,0.0,17.0,3.0,0.0,0.0,4.360142777,0.0,17.0,0.0,1.0,1.0,2.0,29.0
2048,0.0,14.0,2.0,0.0,0.0,3.722907494,0.0,6.0,0.0,1.0,1.0,1.0,195.0
3407,0.0,14.0,2.0,0.0,0.0,4.397772456,0.0,19.0,0.0,1.0,1.0,1.0,8.0
572,0.0,19.0,3.0,0.0,0.0,4.660408708,0.0,6.0,0.0,1.0,1.0,1.0,17.0
3358,0.0,16.0,4.0,1.0,0.0,4.538203565,0.0,0.0,0.0,1.0,1.0,0.0,3.0
743,0.0,23.0,2.0,0.0,0.0,4.19724791,0.0,44.0,0.0,1.0,1.0,1.0,10.0
703,0.0,33.0,2.0,0.0,0.0,3.88729164,0.0,25.0,0.0,1.0,1.0,2.0,7.0
182,0.0,22.0,2.0,0.0,0.0,4.731588015,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2768,1.0,34.0,3.0,0.0,0.0,4.86311374,0.0,1.0,0.0,1.0,1.0,1.0,26.0
242,0.0,28.0,4.0,0.0,0.0,4.630064079,0.0,13.0,0.0,1.0,1.0,0.0,1.0
3424,0.0,16.0,3.0,0.0,0.0,3.885003469,0.0,3.0,0.0,1.0,1.0,1.0,8.0
1395,0.0,17.0,4.0,4.0,0.0,4.742088686,0.0,5.0,0.0,1.0,1.0,1.0,3.0
1848,0.0,14.0,3.0,0.0,0.0,4.730359161,1.0,4.0,0.0,1.0,1.0,2.0,59.0
2024,0.0,10.0,2.0,0.0,0.0,4.169169324,0.0,3.0,0.0,1.0,1.0,0.0,21.0
653,0.0,17.0,3.0,0.0,0.0,4.092342603,0.0,13.0,0.0,1.0,1.0,3.0,129.0
148,4.0,48.0,3.0,0.0,0.0,4.535479112,0.0,5.0,0.0,1.0,1.0,1.0,2.0
708,0.0,10.0,1.0,0.0,0.0,3.857943628,0.0,17.0,0.0,1.0,1.0,2.0,146.0
2892,0.0,13.0,4.0,0.0,0.0,4.876628903,0.0,0.0,0.0,1.0,1.0,1.0,0.0
23,0.0,17.0,2.0,1.0,0.0,4.12873475,0.0,16.0,0.0,1.0,1.0,0.0,0.0
1265,0.0,23.0,2.0,0.0,0.0,3.969607339,12.0,18.0,0.0,1.0,1.0,0.0,1.0
1286,0.0,25.0,3.0,0.0,0.0,4.338396887,0.0,8.0,0.0,1.0,1.0,2.0,2.0
3149,0.0,13.0,3.0,0.0,0.0,4.683141151,0.0,0.0,0.0,1.0,1.0,0.0,3.0
1533,0.0,14.0,2.0,0.0,0.0,4.847634116,0.0,22.0,0.0,1.0,1.0,0.0,71.0
1437,0.0,17.0,2.0,0.0,0.0,3.851227481,0.0,13.0,0.0,0.0,1.0,1.0,62.0
919,0.0,13.0,3.0,0.0,0.0,4.481804615,0.0,18.0,0.0,1.0,1.0,1.0,20.0
3509,0.0,14.0,1.0,0.0,0.0,4.438428326,0.0,3.0,0.0,1.0,1.0,1.0,9.0
2435,0.0,14.0,11.0,0.0,0.0,3.201989526,0.0,2.0,0.0,1.0,1.0,1.0,0.0
3010,3.0,26.0,3.0,0.0,0.0,4.131328386,0.0,8.0,0.0,1.0,1.0,1.0,1.0
3548,0.0,11.0,3.0,0.0,1.0,4.290966251,0.0,3.0,0.0,1.0,1.0,2.0,25.0
3662,0.0,13.0,3.0,0.0,0.0,4.604165919,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2020,0.0,17.0,3.0,0.0,0.0,4.427975301,0.0,17.0,0.0,1.0,1.0,2.0,29.0
2600,0.0,15.0,4.0,2.0,0.0,4.773177131,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3297,0.0,20.0,5.0,0.0,0.0,3.985780821,1.0,5.0,0.0,0.0,1.0,1.0,54.0
2821,0.0,16.0,3.0,3.0,0.0,4.551031554,0.0,0.0,0.0,1.0,1.0,0.0,3.0
1718,0.0,14.0,3.0,0.0,0.0,3.558518613,3.0,48.0,0.0,1.0,1.0,2.0,452.0
1510,0.0,16.0,2.0,0.0,0.0,4.16748125,0.0,60.0,0.0,1.0,1.0,0.0,0.0
1261,0.0,11.0,2.0,0.0,0.0,3.919563347,0.0,9.0,0.0,1.0,1.0,2.0,20.0
1853,0.0,20.0,3.0,0.0,0.0,4.210477614,0.0,10.0,0.0,1.0,1.0,1.0,35.0
2777,0.0,17.0,2.0,0.0,0.0,4.109306836,0.0,16.0,0.0,1.0,1.0,0.0,0.0
712,2.0,27.0,3.0,0.0,0.0,4.24432053,0.0,2.0,0.0,1.0,1.0,1.0,15.0
1444,0.0,19.0,4.0,1.0,0.0,5.006402085,0.0,0.0,0.0,0.0,1.0,0.0,1.0
645,0.0,10.0,2.0,1.0,0.0,4.214661719,0.0,3.0,0.0,1.0,1.0,1.0,6.0
3578,0.0,16.0,2.0,0.0,0.0,4.289451946,0.0,6.0,0.0,1.0,1.0,4.0,56.0
21,0.0,14.0,4.0,0.0,0.0,4.588574464,0.0,0.0,0.0,1.0,1.0,0.0,2.0
1947,0.0,14.0,1.0,0.0,0.0,3.663532755,0.0,18.0,0.0,1.0,1.0,2.0,4.0
2076,0.0,23.0,2.0,0.0,0.0,3.986978659,0.0,9.0,0.0,1.0,1.0,1.0,3.0
615,2.0,32.0,2.0,0.0,0.0,4.273348734,0.0,2.0,0.0,1.0,1.0,1.0,16.0
670,0.0,13.0,4.0,0.0,0.0,4.015920808,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3258,2.0,18.0,1.0,1.0,0.0,4.749439337,0.0,14.0,0.0,1.0,1.0,1.0,44.0
2553,1.0,16.0,4.0,0.0,0.0,4.639162751,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2674,0.0,17.0,3.0,2.0,0.0,4.922713099,0.0,0.0,0.0,1.0,1.0,0.0,0.0
900,0.0,17.0,3.0,0.0,0.0,4.477062706,0.0,17.0,0.0,1.0,1.0,2.0,29.0
1861,0.0,24.0,2.0,0.0,0.0,4.308114454,1.0,8.0,1.0,1.0,1.0,1.0,61.0
2284,0.0,14.0,4.0,0.0,1.0,4.220167681,0.0,3.0,0.0,1.0,1.0,0.0,0.0
3465,0.0,18.0,2.0,0.0,0.0,3.945131835,0.0,174.0,0.0,1.0,1.0,4.0,79.0
2426,2.0,30.0,3.0,0.0,0.0,4.172995053,0.0,2.0,0.0,1.0,1.0,1.0,19.0
985,1.0,21.0,1.0,0.0,0.0,3.973512754,0.0,6.0,0.0,1.0,1.0,3.0,103.0
2575,0.0,25.0,4.0,0.0,0.0,4.089552453,0.0,11.0,0.0,1.0,1.0,1.0,15.0
2300,0.0,15.0,4.0,0.0,1.0,4.040775468,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1835,0.0,20.0,1.0,0.0,0.0,4.185230133,0.0,3.0,0.0,1.0,1.0,1.0,0.0
206,0.0,13.0,2.0,1.0,0.0,4.157214971,0.0,3.0,0.0,1.0,0.0,1.0,0.0
2826,1.0,19.0,2.0,0.0,0.0,3.958229169,0.0,0.0,0.0,1.0,1.0,0.0,4.0
30,0.0,22.0,3.0,0.0,0.0,4.75147613,1.0,0.0,0.0,1.0,1.0,0.0,0.0
258,0.0,46.0,6.0,0.0,0.0,4.078896882,0.0,0.0,0.0,1.0,1.0,0.0,5.0
2613,0.0,33.0,3.0,0.0,0.0,4.472650171,0.0,4.0,0.0,1.0,1.0,1.0,0.0
1227,3.0,31.0,1.0,0.0,0.0,4.137326145,0.0,24.0,0.0,1.0,1.0,4.0,137.0
1933,2.0,20.0,2.0,0.0,0.0,3.69951385,4.0,90.0,0.0,1.0,1.0,1.0,32.0
3198,0.0,19.0,4.0,0.0,0.0,5.070237942,0.0,1.0,0.0,1.0,1.0,3.0,367.0
173,2.0,25.0,2.0,0.0,0.0,4.054229297,6.0,13.0,0.0,1.0,1.0,0.0,375.0
1749,0.0,13.0,3.0,0.0,1.0,3.917837797,1.0,21.0,0.0,1.0,1.0,1.0,123.0
2738,0.0,11.0,1.0,0.0,0.0,3.246439345,0.0,3.0,0.0,1.0,1.0,1.0,7.0
3483,0.0,9.0,1.0,0.0,0.0,4.193902085,0.0,14.0,0.0,1.0,1.0,4.0,19.0
1194,0.0,22.0,1.0,0.0,0.0,4.12048782,0.0,56.0,0.0,1.0,1.0,8.0,485.0
859,0.0,18.0,1.0,0.0,0.0,3.86346519,1.0,48.0,0.0,1.0,1.0,2.0,62.0
1652,0.0,18.0,2.0,0.0,0.0,4.378991987,0.0,16.0,0.0,1.0,1.0,4.0,294.0
2225,0.0,22.0,2.0,0.0,0.0,3.977916875,0.0,2.0,0.0,1.0,1.0,1.0,15.0
443,0.0,21.0,3.0,0.0,0.0,4.909199035,0.0,78.0,0.0,1.0,1.0,1.0,52.0
2394,0.0,20.0,4.0,0.0,0.0,4.577555779,0.0,0.0,0.0,1.0,1.0,0.0,3.0
807,0.0,15.0,2.0,0.0,0.0,4.601807183,0.0,6.0,0.0,1.0,1.0,1.0,17.0
3491,0.0,17.0,2.0,0.0,0.0,4.084962501,0.0,9.0,0.0,1.0,1.0,0.0,24.0
1907,0.0,21.0,3.0,0.0,0.0,5.399994514,0.0,19.0,0.0,1.0,1.0,2.0,21.0
1015,1.0,24.0,1.0,0.0,0.0,4.116729297,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1812,0.0,16.0,3.0,0.0,0.0,4.188522622,0.0,11.0,0.0,1.0,1.0,2.0,204.0
2107,0.0,15.0,6.0,0.0,0.0,4.95450946,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1148,1.0,22.0,2.0,0.0,0.0,4.102933434,0.0,16.0,0.0,1.0,1.0,1.0,24.0
493,1.0,19.0,2.0,0.0,0.0,4.204986856,0.0,1.0,0.0,1.0,1.0,1.0,3.0
1824,4.0,48.0,3.0,0.0,0.0,4.49690001,0.0,5.0,0.0,1.0,1.0,1.0,2.0
2534,0.0,13.0,4.0,0.0,0.0,4.883434058,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1001,0.0,27.0,2.0,0.0,0.0,4.197325709,0.0,1.0,0.0,1.0,1.0,0.0,39.0
3144,0.0,13.0,2.0,0.0,0.0,3.58418372,1.0,3.0,0.0,1.0,1.0,0.0,75.0
3174,0.0,21.0,1.0,0.0,0.0,4.724130597,0.0,24.0,0.0,1.0,1.0,5.0,219.0
1859,0.0,11.0,5.0,0.0,0.0,4.47182392,0.0,7.0,0.0,1.0,1.0,0.0,256.0
1993,0.0,18.0,2.0,0.0,0.0,4.02346519,2.0,18.0,0.0,1.0,1.0,1.0,15.0
972,1.0,23.0,3.0,0.0,0.0,4.1226937,0.0,2.0,0.0,1.0,1.0,1.0,18.0
1309,0.0,20.0,2.0,0.0,0.0,4.218128821,0.0,21.0,0.0,1.0,1.0,1.0,59.0
332,0.0,14.0,2.0,0.0,0.0,4.67327442,0.0,1.0,0.0,1.0,2.0,1.0,0.0
1226,0.0,13.0,2.0,0.0,0.0,3.907734271,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1211,0.0,23.0,2.0,0.0,0.0,4.287782032,0.0,2.0,0.0,1.0,1.0,1.0,16.0
441,0.0,12.0,1.0,0.0,0.0,3.522571589,0.0,7.0,0.0,1.0,1.0,2.0,4.0
1729,1.0,26.0,2.0,0.0,0.0,4.02559186,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2581,0.0,8.0,2.0,0.0,0.0,4.445131835,0.0,10.0,0.0,1.0,1.0,1.0,51.0
689,1.0,31.0,3.0,0.0,0.0,4.3365631,0.0,2.0,0.0,1.0,1.0,1.0,15.0
763,0.0,17.0,1.0,0.0,0.0,4.41566147,0.0,9.0,0.0,1.0,1.0,1.0,4.0
1946,0.0,18.0,2.0,1.0,0.0,4.69040924,1.0,27.0,0.0,1.0,1.0,3.0,585.0
1821,0.0,11.0,2.0,0.0,0.0,3.856564762,2.0,43.0,0.0,1.0,1.0,2.0,74.0
3069,0.0,11.0,2.0,1.0,0.0,4.690232064,0.0,2.0,0.0,1.0,1.0,0.0,0.0
2980,0.0,16.0,3.0,0.0,0.0,3.964811724,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1992,0.0,13.0,2.0,2.0,0.0,4.906751076,0.0,24.0,0.0,1.0,1.0,1.0,514.0
2860,0.0,12.0,4.0,0.0,1.0,4.10701771,0.0,3.0,0.0,1.0,1.0,1.0,0.0
1298,0.0,14.0,1.0,0.0,0.0,3.538310596,0.0,2.0,0.0,1.0,1.0,5.0,10.0
16,0.0,27.0,1.0,1.0,0.0,4.14464936,0.0,2.0,0.0,1.0,1.0,1.0,8.0
2623,1.0,20.0,2.0,0.0,0.0,4.111629289,1.0,20.0,0.0,1.0,1.0,0.0,102.0
3011,1.0,28.0,2.0,0.0,0.0,4.250201919,0.0,0.0,0.0,1.0,1.0,1.0,0.0
640,0.0,23.0,2.0,0.0,0.0,4.478232197,0.0,0.0,0.0,1.0,1.0,0.0,23.0
2211,1.0,19.0,7.0,0.0,0.0,5.65563894,0.0,3.0,0.0,1.0,1.0,1.0,9.0
3030,0.0,11.0,4.0,1.0,0.0,4.114439529,0.0,11.0,0.0,1.0,1.0,1.0,5.0
1905,0.0,13.0,2.0,0.0,0.0,3.38418372,0.0,2.0,4.0,1.0,1.0,5.0,394.0
1166,1.0,25.0,4.0,0.0,0.0,5.422214736,0.0,7.0,0.0,1.0,1.0,1.0,6.0
2428,0.0,26.0,2.0,0.0,0.0,3.971474555,1.0,0.0,0.0,1.0,1.0,1.0,8.0
1605,0.0,15.0,3.0,0.0,1.0,3.174674232,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2854,0.0,24.0,2.0,0.0,0.0,4.321157232,0.0,2.0,0.0,1.0,1.0,1.0,16.0
3194,1.0,17.0,4.0,0.0,0.0,4.341649474,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3560,0.0,16.0,5.0,0.0,0.0,4.407142724,0.0,4.0,0.0,1.0,1.0,2.0,7.0
1187,0.0,12.0,3.0,1.0,0.0,4.199876085,0.0,6.0,0.0,1.0,1.0,1.0,104.0
1698,0.0,11.0,1.0,0.0,0.0,4.239950563,0.0,9.0,0.0,1.0,1.0,4.0,201.0
1834,0.0,36.0,3.0,0.0,0.0,4.354222744,0.0,1.0,0.0,1.0,1.0,0.0,0.0
614,0.0,27.0,1.0,0.0,0.0,4.121267947,0.0,2.0,0.0,1.0,1.0,1.0,16.0
1499,0.0,24.0,1.0,0.0,0.0,3.952819531,0.0,31.0,0.0,1.0,1.0,1.0,93.0
2975,0.0,18.0,4.0,0.0,0.0,4.804457474,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2164,1.0,29.0,2.0,0.0,0.0,4.114066203,0.0,2.0,0.0,1.0,1.0,1.0,15.0
3659,3.0,52.0,2.0,0.0,0.0,4.135355612,0.0,0.0,0.0,1.0,1.0,0.0,3.0
421,0.0,20.0,4.0,0.0,0.0,4.182336834,0.0,2.0,0.0,1.0,1.0,0.0,0.0
3070,1.0,25.0,1.0,0.0,0.0,4.143624654,0.0,2.0,0.0,1.0,1.0,1.0,16.0
3611,0.0,17.0,2.0,0.0,0.0,3.889049536,0.0,8.0,0.0,1.0,1.0,1.0,177.0
2342,1.0,38.0,4.0,0.0,0.0,5.217399893,0.0,1.0,0.0,1.0,1.0,0.0,4.0
917,1.0,34.0,3.0,0.0,0.0,4.91903109,0.0,1.0,0.0,1.0,1.0,1.0,26.0
585,0.0,14.0,4.0,4.0,0.0,4.701251198,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1921,0.0,19.0,4.0,0.0,0.0,4.051840118,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2265,0.0,15.0,4.0,2.0,0.0,4.846197829,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3246,0.0,19.0,1.0,1.0,0.0,4.803642668,0.0,9.0,0.0,1.0,1.0,2.0,12.0
3347,0.0,16.0,3.0,0.0,0.0,4.37197815,0.0,1.0,0.0,1.0,2.0,1.0,1.0
76,2.0,33.0,3.0,0.0,0.0,4.353127057,0.0,2.0,0.0,1.0,1.0,1.0,18.0
190,1.0,28.0,3.0,0.0,0.0,4.307951002,0.0,2.0,0.0,1.0,1.0,1.0,16.0
1884,0.0,23.0,3.0,0.0,0.0,4.165311532,0.0,2.0,0.0,1.0,1.0,1.0,16.0
718,0.0,17.0,2.0,2.0,0.0,4.079772731,0.0,13.0,0.0,1.0,1.0,1.0,44.0
997,0.0,19.0,2.0,0.0,0.0,4.004344446,1.0,35.0,0.0,1.0,1.0,0.0,231.0
2056,0.0,17.0,1.0,0.0,0.0,4.573934896,0.0,9.0,0.0,1.0,1.0,1.0,4.0
3575,0.0,13.0,4.0,0.0,1.0,4.902193047,0.0,0.0,0.0,1.0,1.0,1.0,16.0
3511,0.0,19.0,2.0,0.0,0.0,4.056020968,0.0,22.0,0.0,1.0,1.0,1.0,73.0
2058,1.0,23.0,2.0,0.0,0.0,4.106890596,0.0,8.0,0.0,1.0,1.0,2.0,123.0
3621,0.0,11.0,2.0,0.0,0.0,4.470167248,0.0,17.0,0.0,1.0,1.0,0.0,423.0
1,0.0,17.0,6.0,0.0,0.0,4.636106694,0.0,18.0,0.0,1.0,1.0,0.0,21.0
1356,2.0,36.0,3.0,0.0,0.0,4.395923095,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2746,0.0,12.0,3.0,0.0,0.0,4.246439345,0.0,1.0,0.0,1.0,1.0,0.0,26.0
1408,1.0,36.0,4.0,0.0,0.0,4.740527107,0.0,2.0,0.0,1.0,1.0,1.0,1.0
639,0.0,14.0,2.0,0.0,0.0,4.719495742,0.0,1.0,0.0,1.0,2.0,1.0,0.0
375,1.0,22.0,2.0,0.0,0.0,4.162980744,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2185,0.0,24.0,2.0,0.0,0.0,4.359473149,1.0,8.0,1.0,1.0,1.0,1.0,79.0
1507,0.0,21.0,2.0,0.0,0.0,3.88333746,0.0,0.0,0.0,1.0,1.0,0.0,5.0
3021,0.0,13.0,4.0,0.0,0.0,4.934740314,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2429,4.0,52.0,3.0,0.0,0.0,4.196503943,0.0,3.0,0.0,1.0,1.0,1.0,3.0
3450,4.0,36.0,2.0,0.0,0.0,3.942862165,8.0,12.0,0.0,1.0,1.0,1.0,38.0
3020,0.0,27.0,4.0,0.0,0.0,3.76042121,0.0,17.0,0.0,1.0,1.0,2.0,146.0
745,0.0,17.0,4.0,3.0,0.0,4.844486919,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2477,0.0,16.0,4.0,0.0,0.0,4.521698595,1.0,6.0,0.0,1.0,2.0,2.0,52.0
3249,0.0,17.0,1.0,0.0,0.0,4.229145602,0.0,9.0,0.0,1.0,1.0,1.0,4.0
1431,0.0,16.0,4.0,0.0,0.0,4.297699963,0.0,10.0,0.0,1.0,1.0,0.0,2.0
642,1.0,24.0,4.0,0.0,0.0,4.2595142,0.0,2.0,0.0,1.0,1.0,0.0,5.0
1385,0.0,15.0,4.0,2.0,0.0,4.801720323,0.0,0.0,0.0,1.0,1.0,0.0,1.0
189,0.0,14.0,2.0,0.0,0.0,3.741962789,0.0,19.0,0.0,1.0,1.0,0.0,0.0
1516,0.0,24.0,4.0,0.0,0.0,4.350717115,0.0,9.0,0.0,1.0,1.0,1.0,14.0
3372,0.0,5.0,1.0,1.0,0.0,4.350209029,0.0,3.0,0.0,2.0,1.0,1.0,1.0
2574,0.0,22.0,4.0,0.0,0.0,4.579833891,0.0,0.0,0.0,1.0,1.0,0.0,3.0
3088,0.0,104.0,4.0,0.0,0.0,4.338455262,0.0,3.0,0.0,1.0,2.0,1.0,0.0
1123,0.0,17.0,2.0,0.0,0.0,4.168295834,0.0,15.0,0.0,1.0,1.0,2.0,51.0
11,0.0,13.0,3.0,0.0,0.0,4.196439345,0.0,8.0,0.0,1.0,1.0,0.0,73.0
353,0.0,15.0,2.0,0.0,0.0,4.189238256,0.0,1.0,0.0,1.0,1.0,7.0,14.0
350,3.0,39.0,3.0,0.0,0.0,4.15418479,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3076,0.0,101.0,9.0,0.0,0.0,4.650155771,0.0,1.0,0.0,1.0,1.0,2.0,9.0
2684,0.0,17.0,1.0,0.0,0.0,4.350619992,0.0,9.0,0.0,1.0,1.0,1.0,4.0
200,0.0,12.0,2.0,0.0,0.0,4.174199884,0.0,2.0,0.0,1.0,1.0,1.0,2.0
1807,0.0,18.0,2.0,0.0,0.0,3.930270372,0.0,3.0,0.0,1.0,1.0,0.0,2.0
3047,0.0,13.0,3.0,0.0,0.0,4.201771946,0.0,5.0,0.0,1.0,1.0,1.0,11.0
1630,1.0,25.0,1.0,0.0,0.0,4.104407755,0.0,2.0,0.0,1.0,1.0,1.0,31.0
128,1.0,27.0,2.0,0.0,0.0,4.07967865,0.0,8.0,0.0,1.0,1.0,2.0,123.0
1730,2.0,35.0,2.0,0.0,0.0,4.522055209,0.0,4.0,0.0,1.0,1.0,1.0,540.0
